Site,Year,Month,date_yearmon,CHLa,logCHLa,AFDM,anomaly,Days_Since_Freshet,Q_peak_cfs,Q_baseflow_cfs,Q_obs_cfs,logQ_obs_cfs,TP_mg_L,logTP_mg_L,TN_mg_L,SRP_mg_L,NH4_mg_L,NO3_mg_L,DIN_mg_L,pH,Temp_oC,SPC,TDS,TURBIDITY
HU,2010,8,Aug 2010,63.74545454545455,1.804449222263532,20.428571428571427,1.7047607598923913,56,36400,7347.01730712819,3621,3.5588285248170117,0.01809999999999999,1.2576785748691843,0.20816666666666667,0.00471666666666666,0.01009999999999999,0.02461666666666666,0.03471666666666666,8.1033333333333335,21.1,234.98333333333335,124.86666666666667,2.933333333333333
HU,2010,9,Sep 2010,93.32857142857142,1.970014618175556,24.15,1.7047607598923913,96,36400,7347.01730712819,3644,3.5615783683009608,0.01744583333333333,1.2416917191796244,0.23279166666666667,0.00364583333333333,0.00993333333333333,0.03560833333333333,0.04554166666666666,8.280000000000001,18.183333333333337,265.5,141.41666666666669,3.64
HU,2011,8,Aug 2011,16.80952380952381,1.2255554106539033,6.8,2.0671780172250354,54,64900,7347.01730712819,8060,3.906335041805091,0.02556249999999999,1.4076033253514169,0.18746416666666663,0.00840416666666666,0.0107875,0.03492083333333333,0.04570833333333333,8.196666666666667,16.9,183.95,119.6,4.851666666666667
HU,2011,9,Sep 2011,60,1.7781512503836436,10.666666666666666,2.0671780172250354,87,64900,7347.01730712819,3810,3.5809249756756194,0.01803749999999999,1.2561763441015503,0.2092975,0.0060125,0.0118875,0.0412875,0.053175,8.361666666666666,15.958333333333334,230.18333333333337,149.60833333333335,2.01
HU,2012,8,Aug 2012,25.333333333333332,1.403692337561129,5.333333333333333,1.8988280592258409,95,50300,7347.01730712819,3325,3.5217916496391233,0.01756375,1.244617246788466,0.21829375,0.00339291666666666,0.01061666666666666,0.0286825,0.03929916666666666,8.309999999999999,18.833333333333336,207.61666666666667,134.98333333333335,2.035
HU,2012,9,Sep 2012,47.333333333333336,1.675167089663394,9.38095238095238,1.8988280592258409,127,50300,7347.01730712819,2378,3.376211850282673,0.01493125,1.1740961670939531,0.22048375,0.00247624999999998,0.00947,0.03886249999999999,0.04833249999999999,8.398333333333333,16.35,229.73333333333335,149.30833333333334,2.1991666666666667
HU,2013,7,Jul 2013,14,1.146128035678238,5.285714285714286,1.7459101836649962,77,39100,7347.01730712819,1970,3.294466226161593,0.01536,1.1863912156954932,0.192618,0.0038325,0.01297333333333333,0.04542,0.05839333333333333,8.34,19.833333333333332,242.23333333333332,157.56666666666666,2.7666666666666666
HU,2013,8,Aug 2013,22.857142857142858,1.359021942641668,4.238095238095238,1.7459101836649962,108,39100,7347.01730712819,1780,3.250420002308894,0.0166075,1.2203042611135873,0.233094,0.00366375,0.01146166666666666,0.042605,0.05406666666666666,8.3525,18.616666666666667,244.96666666666664,159.23333333333332,3.3008333333333333
HU,2014,8,Aug 2014,25.1875,1.4011850634851846,6.729411764705882,1.9050990032255848,67,50800,7347.01730712819,4200,3.6232492903979003,0.0163,1.2121876044039577,0.16708333333333333,0.0058,0.0109,0.01925,0.03015,7.944166666666667,18.59166666666667,206.65,134.4,2.6708333333333334
HU,2014,8,Aug 2014,25.428571428571427,1.4053219622946371,11.08095238095238,1.9050990032255848,96,50800,7347.01730712819,4100,3.6127838567197355,0.0163,1.2121876044039577,0.16708333333333333,0.0058,0.0109,0.01925,0.03015,7.944166666666667,18.59166666666667,206.65,134.4,2.6708333333333334
HU,2015,8,Aug 2015,15.88888888888889,1.2010935280257369,6.1,1.468571537290216,60,23270,7347.01730712819,2520,3.401400540781544,0.01645,1.216165902285993,0.21599999999999997,0.00182499999999999,0.00904999999999999,0.02435,0.0334,8.399999999999999,19.525,214.925,139.75,1.845
HU,2015,9,Sep 2015,93.76190476190476,1.972026421404199,14.047619047619047,1.468571537290216,95,23270,7347.01730712819,2398,3.37984917876283,0.017675,1.247359422468937,0.23475,0.00174999999999999,0.016175,0.02382499999999999,0.03999999999999999,8.515,16.525,246.45,160.225,2.4749999999999996
HU,2016,7,Jul 2016,40.07142857142857,1.6028348255779234,15.7,1.5209554550313962,81,25850,7347.01730712819,2379,3.3763944420372662,0.00993333333333333,0.9970950093565927,0.2005,0.00215,0.01553333333333333,0.02833333333333333,0.04386666666666666,8.355,19.65,209.4,136.15,1.37
HU,2016,9,Sep 2016,70.33333333333333,1.8471612005780305,15.604761904761904,1.5209554550313962,117,25850,7347.01730712819,1928,3.285107029566812,0.01643333333333332,1.2157256645575671,0.22875,0.001275,0.0180875,0.05339166666666667,0.07147916666666668,8.265,14.8,246.025,159.9,3.655
HU,2017,8,Aug 2017,25.82,1.4119562379304016,8.97,1.8228446139655832,48,44500,7347.01730712819,2916,3.4647875196459372,0.01440833333333333,1.1586137472262976,0.24991666666666668,0.00189999999999999,0.01308749999999999,0.0576,0.0706875,8.094999999999999,19.424999999999997,231.925,150.625,2.05375
HU,2017,9,Sep 2017,35.18571428571428,1.5463663718248464,12.17142857142857,1.8228446139655832,80,44500,7347.01730712819,2211,3.344588742578714,0.012375,1.0925452076056064,0.28275,0.0015,0.01424999999999999,0.07147500000000001,0.08572500000000001,8.1725,17.225,259.1,168.35,1.9145
HU,2018,8,Aug 2018,26.857142857142858,1.429059809249423,10.138095238095238,2.1219835674004592,84,70200,7347.01730712819,4096,3.612359947967774,0.01809999999999999,1.2576785748691843,0.19925,0.00262499999999999,0.01274999999999999,0.03235,0.0451,8.067499999999999,17.825000000000003,237,154.05,3.1224999999999996
HU,2018,9,Sep 2018,28.757142857142856,1.4587457348743975,7.357142857142857,2.1219835674004592,117,70200,7347.01730712819,3331,3.522574632691177,0.014775,1.169527489553293,0.22625,0.00174999999999999,0.01621666666666666,0.045825,0.06204166666666667,8.2025,15.825,266.3,173.1,2.0325
HU,2019,8,Aug 2019,29.04275,1.4630377364523,9.0455,1.8950455231948964,76,50000,7347.01730712819,3255,3.512550992904211,0.02049999999999999,1.311753861055754,0.18,0.01491666666666666,0.02666666666666666,0.03574999999999999,0.06241666666666665,8.4225,18.875,248.95,162.0125,2.4025
HU,2019,9,Sep 2019,68.1,1.8331471119127851,17.25,1.8950455231948964,106,50000,7347.01730712819,2677,3.4276483711869328,0.01783333333333332,1.2512325273015656,0.18,0.01441666666666666,0.02375,0.03774999999999999,0.06149999999999999,8.42,17.375,281.17499999999995,182.8125,3.3474999999999997
HU,2020,8,Aug 2020,35.84619047619048,1.5544430081745593,11.687142857142858,1.932212714523334,73,53000,7347.01730712819,4390,3.6424645202421213,0.01375,1.1383026981662814,0.1375,0.004,0.009,0.014,0.023,8.1625,18.925,237.9,NA,3.66
HU,2020,9,Sep 2020,80.84666666666666,1.9076621185143297,20.153809523809525,1.932212714523334,103,53000,7347.01730712819,3160,3.499687082618404,0.01158333333333333,1.06383355420647,0.16583333333333333,0.00466666666666666,0.01449999999999999,0.03516666666666666,0.04966666666666666,8.105,16.65,278.57500000000005,NA,2.41
HU,2021,8,Aug 2021,62.95238095238095,1.7990121604157021,16.19047619047619,1.7951164321438793,60,42500,7347.01730712819,3020,3.4800069429571505,0.0165,1.2174839442139063,0.155,0.00145,0.03,0.022,0.052,8.280000000000001,19.700000000000003,243.3,NA,1.925
HU,2021,9,Sep 2021,363.7142857142857,2.5607603593033796,64.80952380952381,1.7951164321438793,89,42500,7347.01730712819,2628,3.419625360887743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2022,8,Aug 2022,43.62551875,1.6397406041832367,14.6875,1.833703214761222,50,45300,7347.01730712819,3404,3.53198955141255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2022,9,Sep 2022,68.87476190476191,1.8380601105367664,23.047619047619047,1.833703214761222,82,45300,7347.01730712819,2301,3.3619166186686433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HU,2023,8,Aug 2023,38.90380952380952,1.5899921302245008,10.697142857142858,1.7547953757894188,73,39700,7347.01730712819,2483,3.394976719554564,0.013,1.1139433523068367,0.205,0.00225,NA,0.035,NA,8.3925,19.75,255.2,NA,NA
HU,2023,9,Sep 2023,58.04142857142857,1.7637380931704738,13.507619047619048,1.7547953757894188,103,39700,7347.01730712819,2902,3.4626974081017172,0.01125,1.0511525224473812,0.18,0.001,0.05,0.02975,0.07975,8.5,18.3,280.75,NA,NA
HU,2025,8,Aug 2025,135.89291472868217,2.133196813800541,20.794573643410857,1.493800409218303,73,24490,7347.01730712819,2175,3.337459261290656,0.01575,1.1972805581256194,0.185,0.0015,0.01,0.06025,0.07024999999999999,8.2575,NA,256.2,NA,NA
HU,2025,9,Sep 2025,73.64531782945741,1.867145140785317,14.496124031007753,1.493800409218303,104,24490,7347.01730712819,1652,3.218010042984363,0.01475,1.1687920203141817,0.16249999999999998,NA,0.01,0.04549999999999999,0.05549999999999999,8.2325,NA,264.17499999999995,NA,NA
MS,2008,8,Aug 2008,76.23529411764706,1.8821560801563009,29.22,1.809306598927741,72,16800,2836.434637964775,1900,3.278753600952829,0.01699999999999999,1.2304489213782737,0.16666666666666669,NA,0.0175,0.00699999999999999,0.02449999999999999,8.375,16.766666666666666,253.33333333333331,134.46666666666667,3.12
MS,2008,9,Sep 2008,80.19047619047619,1.9041227924297115,19.742857142857144,1.809306598927741,103,16800,2836.434637964775,1830,3.2624510897304293,0.01033333333333333,1.01424043911461,0.13333333333333333,NA,0.0125,0.00841666666666666,0.02091666666666666,8.311666666666667,14.175,290.5,154.025,2.1908333333333334
MS,2009,8,Aug 2009,116.95238095238096,2.0680090677352108,33.7,1.8270808861233871,69,17300,2836.434637964775,2050,3.311753861055754,0.01974166666666666,1.2953838146751402,0.18016666666666664,0.00771333333333333,0.00910625,0.00523166666666666,0.01433791666666666,7.896666666666667,17.15,265.5,141.13333333333333,3.746666666666667
MS,2009,9,Sep 2009,148.04545454545453,2.170395077742667,41.714285714285715,1.8270808861233871,101,17300,2836.434637964775,1390,3.143014800254095,0.01356166666666666,1.1323130656119698,0.16133333333333333,0.00442249999999999,0.00890875,0.00520799999999999,0.01411674999999999,7.923333333333333,16.866666666666664,294,156.14999999999998,2.131666666666667
MS,2010,8,Aug 2010,120.95,2.0826058726978984,50.285714285714285,1.5270368982722526,44,10100,2836.434637964775,1940,3.287801729930226,0.01853333333333333,1.2679535368623949,0.1765,0.00828333333333333,0.00964166666666666,0.00421666666666666,0.01385833333333333,7.59,18.116666666666667,265,140.95,2.5316666666666667
MS,2010,9,Sep 2010,71.98260869565217,1.8572275817111297,30.727272727272727,1.5270368982722526,84,10100,2836.434637964775,1870,3.271841606536499,0.01485,1.1717264536532312,0.17533333333333334,0.00519999999999999,0.00799166666666666,0.00299999999999999,0.01099166666666666,7.691666666666666,16.05,293.5,156.41666666666669,2.263333333333333
MS,2011,8,Aug 2011,24.076923076923077,1.3816009852396116,9.785714285714286,2.147720915661438,54,28100,2836.434637964775,3590,3.5550944485783194,0.0258,1.4116197059632303,0.15766666666666668,0.01133333333333333,0.01064166666666666,0.00798666666666666,0.01862833333333333,8.32,15.45,223.3,145.36666666666667,5.0216666666666665
MS,2011,9,Sep 2011,51.476190476190474,1.711606399219391,25.333333333333332,2.147720915661438,87,28100,2836.434637964775,1910,3.2810333672477277,0.0158,1.1986570869544226,0.13816666666666666,0.00888333333333333,0.00916666666666666,0.00377,0.01293666666666666,8.371666666666666,13.75,258.8666666666667,168.21666666666667,2.1083333333333334
MS,2012,8,Aug 2012,83.65,1.9224659452984136,38.75,1.8375815815496055,97,17600,2836.434637964775,1630,3.2121876044039577,0.01188833333333333,1.0751209736370395,0.15728166666666668,0.00361333333333333,0.01064666666666666,0.00315999999999999,0.01380666666666666,8.263333333333332,16.96666666666667,243.2833333333333,158.26666666666665,1.5933333333333333
MS,2012,9,Sep 2012,63.285714285714285,1.8013056862088128,27.428571428571427,1.8375815815496055,128,17600,2836.434637964775,1180,3.0718820073061255,0.01082,1.0342272607705507,0.16235583333333337,0.00273833333333333,0.00808166666666666,0.002905,0.01098666666666666,8.3475,14.225,268.0333333333333,174.30833333333334,1.5558333333333332
MS,2013,8,Aug 2013,74.38095238095238,1.8714617348073623,34.476190476190474,1.6307126633063032,81,12300,2836.434637964775,1280,3.1072099696478683,0.01039,1.0166155475571774,0.159135,0.00344999999999999,0.0140425,0.0021175,0.01616,8.212499999999999,17.1,263.875,171.6,2.6624999999999996
MS,2013,9,Sep 2013,93.38095238095238,1.9702582989338648,37.95238095238095,1.6307126633063032,111,12300,2836.434637964775,817,2.9122220565324155,0.01102999999999999,1.04257551244019,0.150925,0.00351999999999999,0.01190666666666666,0.0014965,0.01340316666666666,8.215,15.775,285.35,185.625,2.2725
MS,2014,8,Aug 2014,75.85714285714286,1.8799964810672125,41.22380952380952,1.8200128043049704,69,17100,2836.434637964775,1790,3.2528530309798933,0.01699166666666666,1.230235979730515,0.14675000000000002,0.00668333333333333,0.010325,0.00283333333333333,0.01315833333333333,7.8525,16.75,266.04999999999995,173.05,2.78
MS,2014,8,Aug 2014,108.47619047619048,2.0353344250091623,31.409523809523808,1.8200128043049704,94,17100,2836.434637964775,1910,3.2810333672477277,0.01699166666666666,1.230235979730515,0.14675000000000002,0.00668333333333333,0.010325,0.00283333333333333,0.01315833333333333,7.8525,16.75,266.04999999999995,173.05,2.78
MS,2015,7,Jul 2015,116.8148148148148,2.0674979248338965,91.5925925925926,1.3520157346065569,30,7010,2836.434637964775,1620,3.2095150145426308,0.0109,1.0374264979406236,0.17166666666666666,0.0016,0.010475,0.0017,0.012175,8.23,18.75,224.7,146.2,1.86
MS,2015,8,Aug 2015,61.76190476190476,1.7907206813501608,22.047619047619047,1.3520157346065569,61,7010,2836.434637964775,1140,3.0569048513364727,0.0133,1.1238516409670858,0.21833333333333332,0.0017,0.0138625,0.00215,0.0160125,8.1075,17.625,255.35,166.05,2.4325
MS,2015,9,Sep 2015,76.0952380952381,1.8813574802440536,27.952380952380953,1.3520157346065569,93,7010,2836.434637964775,842,2.9253120914996495,0.018,1.255272505103306,0.2485,0.00174999999999999,0.01219999999999999,0.0026,0.01479999999999999,8.0575,14.575,294.65,191.4,3.895
MS,2016,7,Jul 2016,147.5681818181818,2.1689927263865685,121.16090909090909,1.3925752206924995,53,7660,2836.434637964775,1790,3.2528530309798933,0.00953333333333333,0.9792447784093804,0.1405,7.999999999999999e-4,NA,0.0011,NA,8.280000000000001,17.4,247.05,160.55,1.1949999999999998
MS,2016,7,Jul 2016,80.38095238095238,1.905153147555717,28.895238095238096,1.3925752206924995,75,7660,2836.434637964775,1260,3.100370545117563,0.00953333333333333,0.9792447784093804,0.1405,7.999999999999999e-4,NA,0.0011,NA,8.280000000000001,17.4,247.05,160.55,1.1949999999999998
MS,2016,8,Aug 2016,67.76190476190476,1.830985605350365,28.485714285714284,1.3925752206924995,113,7660,2836.434637964775,779,2.8915374576725643,0.03011666666666666,1.478806902177288,0.23075,0.00102499999999999,0.01979999999999999,0.006025,0.02582499999999999,8.262500000000001,16.725,255.85,166.22500000000002,23.415
MS,2017,7,Jul 2017,28.36111111111111,1.452723241319623,18.244444444444444,1.730539506142366,22,14700,2836.434637964775,3100,3.4913616938342726,0.01515,1.1804126328383238,0.16899999999999998,0.0042,0.0149,0.002,0.0169,8.175,18.9,253,164.45,2.34
MS,2017,8,Aug 2017,106.61428571428571,2.0278154016061385,56.6,1.730539506142366,51,14700,2836.434637964775,1330,3.123851640967086,0.013,1.1139433523068367,0.1745,0.0031,0.01325,0.002025,0.015275,8.315000000000001,17.825,260.15,169.14999999999998,1.98
MS,2017,9,Sep 2017,68.82857142857142,1.8377687556480675,47.53333333333333,1.730539506142366,79,14700,2836.434637964775,1000,3,0.012425,1.0942963974053697,0.19525,0.00195,0.01059999999999999,0.003,0.01359999999999999,8.3875,14.575,286.72499999999997,186.375,2.13
MS,2018,8,Aug 2018,97.54761904761904,1.989216673555242,22.123809523809523,2.231066890220696,87,31500,2836.434637964775,2090,3.3201462861110542,0.02225833333333333,1.347492641973748,0.15575,0.0054875,0.0169,0.0035375,0.02043749999999999,8.28,18.1,271.075,176.14999999999998,3.1199999999999997
MS,2018,9,Sep 2018,66.75714285714285,1.8244977410100565,17.142857142857142,2.231066890220696,122,31500,2836.434637964775,1620,3.2095150145426308,0.0139,1.143014800254095,0.14600000000000002,0.00235,0.017175,0.02285,0.040025,8.42,15.725,296.42499999999995,192.575,2.0774999999999997
MS,2019,7,Jul 2019,122.80060975609756,2.089200523263219,79.84019512195123,1.7875056015337056,63,16200,2836.434637964775,2450,3.3891660843645326,0.0295,1.469822015978163,0.125,0.0245,0.015,0.005,0.02,8.58,17.4,277.29999999999995,180.375,5.13
MS,2019,8,Aug 2019,108.2,2.0342272607705505,53.436190476190475,1.7875056015337056,78,16200,2836.434637964775,1530,3.184691430817599,0.02174999999999999,1.337459261290656,0.1275,0.01924999999999999,0.0175,0.005,0.0225,8.55,17.724999999999998,290.575,189.015,3.6625
MS,2019,9,Sep 2019,101.85,2.007961033336183,29.714285714285715,1.7875056015337056,107,16200,2836.434637964775,1250,3.0969100130080562,0.03024999999999999,1.4807253789884876,0.1525,0.01549999999999999,0.0175,0.016,0.0335,8.4025,15.749999999999998,316.6,205.915,7.1525
MS,2020,7,Jul 2020,39.09814814814815,1.5921561878795865,68.2325925925926,1.9175752035598816,62,20000,2836.434637964775,3290,3.5171958979499744,0.017,1.2304489213782739,0.11,0.006,NA,NA,NA,8.18,18.65,257.5,NA,8.16
MS,2020,8,Aug 2020,119.34666666666666,2.0768102937366644,117.93375,1.9175752035598816,77,20000,2836.434637964775,1970,3.294466226161593,0.0165,1.2174839442139063,0.155,0.00524999999999999,0.007,0.003,0.01,8.2725,18.475,277.4,NA,5.4675
MS,2020,9,Sep 2020,92.82,1.9676415640830112,36.917142857142856,1.9175752035598816,105,20000,2836.434637964775,1480,3.1702617153949575,0.014,1.146128035678238,0.1625,0.00508333333333333,0.0135,0.003,0.0165,8.2425,16.075,311.125,NA,3.345
MS,2021,8,Aug 2021,196.8571428571429,2.2941511775573504,45.19047619047619,1.6821071728698724,61,13500,2836.434637964775,1450,3.161368002234975,0.01474999999999999,1.1687920203141815,0.1125,0.001,0.02,NA,NA,8.510000000000002,18.575,286.625,NA,3.765
MS,2021,9,Sep 2021,103.76190476190476,2.0160379355123363,46.333333333333336,1.6821071728698724,91,13500,2836.434637964775,1270,3.103803720955957,0.01274999999999999,1.1055101847699738,0.1175,NA,0.015,NA,NA,8.2325,15.225,317.1,NA,4.1775
MS,2022,7,Jul 2022,76.607835,1.884273188996257,26.5,1.6083099262404057,36,11800,2836.434637964775,2890,3.4608978427565478,0.042,1.6232492903979006,0.125,0.0195,0.03,0.021,0.051,8.315000000000001,20.5,251.45,NA,5.92
MS,2022,7,Jul 2022,100.66183333333332,2.0028648358495125,32.76190476190476,1.6083099262404057,49,11800,2836.434637964775,1800,3.255272505103306,0.042,1.6232492903979006,0.125,0.0195,0.03,0.021,0.051,8.315000000000001,20.5,251.45,NA,5.92
MS,2022,9,Sep 2022,95.71087619047618,1.980961292020521,40.714285714285715,1.6083099262404057,81,11800,2836.434637964775,1140,3.0569048513364727,0.01016666666666666,1.007178584627123,0.12083333333333336,0.002,0.01666666666666666,0.003,0.01966666666666666,8.415,17.875,295.875,NA,3.435
MS,2023,7,Jul 2023,102.67473684210526,2.011463598419598,51.5435,1.812889393628775,74,16900,2836.434637964775,1870,3.271841606536499,0.01449999999999999,1.1613680022349746,0.112,0.003975,NA,NA,NA,8.436666666666667,18.666666666666668,272.6333333333333,NA,NA
MS,2023,7,Jul 2023,122.47,2.088029717842714,33.83809523809524,1.812889393628775,85,16900,2836.434637964775,1380,3.1398790864012365,0.01449999999999999,1.1613680022349746,0.112,0.003975,NA,NA,NA,8.436666666666667,18.666666666666668,272.6333333333333,NA,NA
MS,2023,9,Sep 2023,121.1995238095238,2.08350091349939,35.67666666666667,1.812889393628775,117,16900,2836.434637964775,1260,3.100370545117563,0.00912499999999999,0.9602328731285119,0.1205,0.0015,0.05333333333333334,0.02,0.07333333333333333,8.3675,15.575,314.75,NA,NA
MS,2025,7,Jul 2025,125.1740270468398,2.097514224398242,147.20298041956298,1.3565011277202048,52,7080,2836.434637964775,1770,3.247973266361807,0.014,1.146128035678238,0.115,0.003,NA,0.003,NA,8.31,NA,273.05,NA,NA
MS,2025,7,Jul 2025,88.46207751937985,1.9467571344978396,47.07364341085274,1.3565011277202048,77,7080,2836.434637964775,848,2.9283958522567137,0.014,1.146128035678238,0.115,0.003,NA,0.003,NA,8.31,NA,273.05,NA,NA
MS,2025,8,Aug 2025,112.5257829457365,2.0512520434086063,54.0697674418605,1.3565011277202048,91,7080,2836.434637964775,877,2.9429995933660407,0.014,1.146128035678238,0.1075,0.003,NA,0.0045,NA,8.3,NA,283,NA,NA
MS,2025,9,Sep 2025,123.4211937984497,2.091389742836525,72.73255813953494,1.3565011277202048,120,7080,2836.434637964775,580,2.7634279935629373,0.01025,1.0107238653917732,0.0925,NA,0.01,0.006,0.016,8.28,NA,299.17499999999995,NA,NA
